Well I had attempted to hang myself when I was 15.|hang
So I got myself all strung up by a belt stuck in the door jam of my closet, stood up on a stool, and tried to get the courage to knock the stool over.|hang
I hanged for about fifteen seconds, just long enough to make things start to go black.|hang
And then the cheap plastic belt I was using broke.|hang
The belt broke and I was still here, and 2.|hang
Thank god the belt broke and I was still here.|hang
Bit late, but I tried hanging myself in my closet in the clothes rack.|hang
I used a dressing gown rope which ultimately broke.|hang
I came home, boxed everything up so no one would be inconvenienced by having to sift through my things, wrote a letter expressing my deep sense of hopelessness and apologizing to everyone for every small wrong I would committed, outlined a brief will, carefully folded the letter as to make sure it would fit perfectly into the envelope I had labeled **DNR**, and washed down the pills I had with whiskey.|drug
"'Fuck, This is embarrassing'""I tried to kill myself on the 1st of February this year, I am currently staying in University halls, the way I tried to kill myself was just to down a bunch of alcohol."|alcohol
I drank a full bottle of wine, three bottles of cider, two beers in the space of about 10 minutes.|alcohol
"I hoped that if I drank them fast enough (I am only 5'""2 and about 120 pounds.)"|alcohol
I would get alcohol poisoning.|alcohol
It was less of a conscious attempt, but once I took about 20 or so sleeping pills and a few benadrylls.|drug
I deal with ptsd and depression at the time I was dealing with my issues that I hid after coming home from over seas my divorce and I was getting close to losing my apartment I got drunk as hell got in a fight with my then girlfriend I racked my shotgun with my girl in the room and her daughter in the room next to us and pulled the trigger.|gun
I deal with ptsd and depression at the time I was dealing with my issues that I hid after coming home from over seas my divorce and I was getting close to losing my apartment I got drunk as hell got in a fight with my then girlfriend I racked my shotgun with my girl in the room and her daughter in the room next to us and pulled the trigger.|disease
The shell was sitting on the floor and the shotgun did not discharge.|gun
My first thought when the fog cleared was I should have died and the barrel of that shotgun still looked oddly tasty.|gun
I overdosed on everything I could find and went to bed to die.|drug
I stand at the platform edge waiting for the tube train to roll in, or walking over Waterloo bridge on my way home, and I wish I had it in me to jump.|jump
I stand at the platform edge waiting for the tube train to roll in, or walking over Waterloo bridge on my way home, and I wish I had it in me to jump.|vehicle
After the click of the pistol, I sat there in a state of shock.|gun
I swear I saw an angel floating in front of me, and that is why the gun misfired.|gun
I had just taken 45-60 benadryl (not sure how big the bottle was, but it was the whole thing) and did not expect to wake up.|drug
I have done a lot of drugs, but nothing feels stranger than ODing on benadryl.|drug
Except smoke cigarettes and do as many drugs as possible.|drug
So I give myself the biggest dose that I could at one time, 60 units of fast acting insulin (it usually takes care of around 600g of carbs) and instantly regret it, so I run to the corner store across the street and get like 4 liters of sodas, and assorted chocolate bars, and dial for a Chinese delivery that arrived about 20 mins later.|drug
Story is as follows:My plan was to take a bunch of my parent's old hydrocodones and drink Southern Comfort until I passed out.|alcohol
Call it cowardice or whatever you will, but as young and as dumb as I was I started drinking before I took the pills.|drug
Call it cowardice or whatever you will, but as young and as dumb as I was I started drinking before I took the pills.|alcohol
To make a long story short, I blacked out and at some point barfed up the pills.|drug
I decided to hang myself with an extension cord in the rafters of my garage.|hang
During the test run, I slipped off my chair and actually hung myself.|hang
